item_id;definition;type;category
item_110;story;word;toys
item_111;teddy / teddy bear;word;toys
item_112;toy;word;toys
item_113;track / train track;word;toys
item_114;apple;word;food_drink
item_115;banana;word;food_drink
item_116;beans;word;food_drink
item_117;biscuit;word;food_drink
item_118;blueberry;word;food_drink
item_119;bread;word;food_drink
item_120;butter / spread / marg;word;food_drink
item_121;cake;word;food_drink
item_122;carrots;word;food_drink
item_123;cereal;word;food_drink
item_124;cheese;word;food_drink
item_125;chicken;word;food_drink
item_126;chips;word;food_drink
item_127;chocolate;word;food_drink
item_128;chocolate biscuit;word;food_drink
item_129;coffee;word;food_drink
item_130;crisps;word;food_drink
item_131;cucumber;word;food_drink
item_132;drink;word;food_drink
item_133;egg;word;food_drink
item_134;fish;word;food_drink
item_135;food;word;food_drink
item_136;green beans;word;food_drink
item_137;grapes;word;food_drink
item_138;ham;word;food_drink
item_139;ice;word;food_drink
item_140;ice cream;word;food_drink
item_141;ice lolly;word;food_drink
item_142;jam;word;food_drink
item_143;jelly;word;food_drink
item_144;juice;word;food_drink
item_145;lemon;word;food_drink
item_146;lollipop;word;food_drink
item_147;meat;word;food_drink
item_148;melon;word;food_drink
item_149;milk;word;food_drink
item_150;muffin;word;food_drink
item_151;nuts;word;food_drink
item_152;onion;word;food_drink
item_153;orange;word;food_drink
item_154;pancake;word;food_drink
item_155;pasta / spaghetti;word;food_drink
item_156;peanut butter;word;food_drink
item_157;pear;word;food_drink
item_158;peas;word;food_drink
item_159;pickle;word;food_drink
item_160;pizza;word;food_drink
item_161;plum;word;food_drink
item_162;pop / fizzy drink / coke;word;food_drink
item_163;popcorn;word;food_drink
item_164;potato / spud / tattie;word;food_drink
item_165;pudding;word;food_drink
item_166;pumpkin;word;food_drink
item_167;raisin;word;food_drink
item_168;salt;word;food_drink
item_169;sandwich / butty;word;food_drink
item_170;sauce;word;food_drink
item_171;sausages;word;food_drink
item_172;soup;word;food_drink
item_173;strawberry;word;food_drink
item_174;sweetcorn / corn on the cob;word;food_drink
item_175;sweets;word;food_drink
item_176;tea / brew (drink);word;food_drink
item_177;toast;word;food_drink
item_178;tomato;word;food_drink
item_179;tomato sauce / ketchup / dipdip;word;food_drink
item_180;tuna;word;food_drink
item_181;vanilla;word;food_drink
item_182;vitamins;word;food_drink
item_183;water;word;food_drink
item_184;yoghurt;word;food_drink
item_185;ankle;word;body_parts
item_186;arm;word;body_parts
item_187;belly / tummy;word;body_parts
item_188;belly button / tummy button;word;body_parts
item_189;boob / boobies [or the word used in your family];word;body_parts
item_190;buttocks / bottom / bum [or the word used in your family];word;body_parts
item_191;cheek;word;body_parts
item_192;chin;word;body_parts
item_193;ear / tab;word;body_parts
item_194;elbow;word;body_parts
item_195;eye;word;body_parts
item_196;eyebrow;word;body_parts
item_197;eyelash;word;body_parts
item_198;face;word;body_parts
item_199;finger;word;body_parts
item_200;foot;word;body_parts
item_201;hair;word;body_parts
item_202;hand;word;body_parts
item_203;head;word;body_parts
item_204;knee;word;body_parts
item_205;leg;word;body_parts
item_206;lips;word;body_parts
item_207;mouth;word;body_parts
item_208;nail / fingernail;word;body_parts
item_209;neck;word;body_parts
item_210;nose;word;body_parts
item_211;privates /penis / vagina [or the word used in your family];word;body_parts
item_212;shoulder;word;body_parts
item_213;teeth / tooth;word;body_parts
item_214;toe;word;body_parts
item_215;tongue;word;body_parts
item_216;bib;word;clothing
item_217;boots;word;clothing
item_218;button;word;clothing
item_219;cardigan;word;clothing
item_220;coat;word;clothing
item_221;dress;word;clothing
item_222;glasses / specs;word;clothing
item_223;gloves;word;clothing
item_224;hat;word;clothing
item_225;jacket;word;clothing
item_226;jeans;word;clothing
item_227;jumper;word;clothing
item_228;leggings;word;clothing
item_229;nappy;word;clothing
item_230;necklace;word;clothing
item_231;pants / undies / knickers;word;clothing
item_232;pyjamas / PJs / jim jams;word;clothing
item_233;scarf;word;clothing
item_234;shirt;word;clothing
item_235;shoes;word;clothing
item_236;shorts;word;clothing
item_237;sock;word;clothing
item_238;top;word;clothing
item_239;trainers / daps / plimsolls;word;clothing
item_240;trousers / pants / britches;word;clothing
item_241;t-shirt;word;clothing
item_242;vest;word;clothing
item_243;zip;word;clothing
item_244;bath tub / bath;word;furniture_rooms
item_245;bathroom;word;furniture_rooms
item_246;bed;word;furniture_rooms
item_247;bedroom;word;furniture_rooms
item_248;bench;word;furniture_rooms
item_249;carpet;word;furniture_rooms
item_250;chair;word;furniture_rooms
item_251;cooker;word;furniture_rooms
item_252;cot;word;furniture_rooms
item_253;dining room;word;furniture_rooms
item_254;door;word;furniture_rooms
item_255;downstairs;word;furniture_rooms
item_256;drawer;word;furniture_rooms
item_257;floor;word;furniture_rooms
item_258;garage;word;furniture_rooms
item_259;high chair;word;furniture_rooms
item_260;kitchen;word;furniture_rooms
item_261;living room / lounge;word;furniture_rooms
item_262;oven;word;furniture_rooms
item_263;porch;word;furniture_rooms
item_264;potty;word;furniture_rooms
item_265;radiator;word;furniture_rooms
item_266;refrigerator / fridge;word;furniture_rooms
item_267;rocking chair;word;furniture_rooms
item_268;room;word;furniture_rooms
item_269;seat;word;furniture_rooms
item_270;shelf;word;furniture_rooms
item_271;shower;word;furniture_rooms
item_272;sink;word;furniture_rooms
item_273;sofa / settee / couch;word;furniture_rooms
item_274;stairgate;word;furniture_rooms
item_275;stairs;word;furniture_rooms
item_276;stool;word;furniture_rooms
item_277;table;word;furniture_rooms
item_278;TV / television / telly;word;furniture_rooms
item_279;toilet / lav / loo;word;furniture_rooms
item_280;washing machine / washer ;word;furniture_rooms
item_281;window;word;furniture_rooms
item_282;upstairs;word;furniture_rooms
item_283;bag;word;household
item_284;bin;word;household
item_285;blanket;word;household
item_286;bottle;word;household
item_287;box;word;household
item_288;bowl;word;household
item_289;broom;word;household
item_290;brush;word;household
item_291;bucket;word;household
item_292;camera;word;household
item_293;clock;word;household
item_294;comb;word;household
item_295;computer / laptop;word;household
item_296;cup;word;household
item_297;dish;word;household
item_298;dummy / dodie / soother;word;household
item_299;fork;word;household
item_300;glass;word;household
item_301;hammer;word;household
item_302;hoover / vacuum;word;household
item_303;jar;word;household
item_304;jug;word;household
item_305;kettle;word;household
item_306;keys;word;household
item_307;knife;word;household
item_308;lamp / light;word;household
item_309;mat / rug;word;household
item_310;medicine;word;household
item_311;mirror;word;household
item_312;money;word;household
item_313;mop;word;household
item_314;nail;word;household
item_315;napkin;word;household
item_316;paper;word;household
item_317;penny;word;household
item_318;picture;word;household
item_319;pillow;word;household
item_320;plant;word;household
item_321;plate;word;household
item_322;purse;word;household
item_323;radio;word;household
item_324;rubbish;word;household
item_325;scissors;word;household
item_326;sellotape;word;household
item_327;soap;word;household
item_328;spoon;word;household
item_329;tap;word;household
item_330;telephone / phone / mobile;word;household
item_331;tissue;word;household
item_332;toothbrush;word;household
item_333;towel;word;household
item_334;watch;word;household
item_335;backyard;word;outside
item_336;cloud;word;outside
item_337;flag;word;outside
item_338;flower;word;outside
item_339;garden;word;outside
item_340;grass;word;outside
item_341;moon;word;outside
item_342;mud;word;outside
item_343;pavement;word;outside
item_344;pond;word;outside
item_345;puddle;word;outside
item_346;rain;word;outside
item_347;rainbow;word;outside
item_348;road;word;outside
item_349;rock;word;outside
item_350;roof;word;outside
item_351;seesaw;word;outside
item_352;shovel / spade;word;outside
item_353;sky;word;outside
item_354;slide;word;outside
item_355;snow;word;outside
item_356;snowman;word;outside
item_357;star;word;outside
item_358;stick;word;outside
item_359;stone;word;outside
item_360;sun;word;outside
item_361;swing;word;outside
item_362;tree;word;outside
item_363;wall;word;outside
item_364;water;word;outside
item_365;watering can;word;outside
item_366;wind;word;outside
item_367;beach;word;places
item_368;cafe;word;places
item_369;church / mosque / synagogue [or the word used in your family];word;places
item_370;circus;word;places
item_371;farm;word;places
item_372;home;word;places
item_373;house;word;places
item_374;nursery / preschool;word;places
item_375;outside;word;places
item_376;park;word;places
item_377;party;word;places
item_378;picnic;word;places
item_379;playground;word;places
item_380;pool / swimmingpool;word;places
item_381;restaurant;word;places
item_382;school;word;places
item_383;shop;word;places
item_384;soft play;word;places
item_385;work;word;places
item_386;zoo;word;places
item_387;aunt / auntie;word;people
item_388;baby / bairn / wee one;word;people
item_389;babysitter;word;people
item_390;boy / laddie;word;people
item_391;brother;word;people
item_392;child;word;people
item_393;child's own name;word;people
item_394;daddy / dad / da;word;people
item_395;doctor;word;people
item_396;fire fighter / fireman;word;people
item_397;friend;word;people
item_398;girl / lassie;word;people
item_399;grandma / nan / granny / nanny;word;people
item_400;grandpa / grandad;word;people
item_401;lady;word;people
item_402;man;word;people
item_403;mum / mummy / mam / ma;word;people
item_404;people / folk;word;people
item_405;person;word;people
item_406;pet's name;word;people
item_407;police / policeman;word;people
item_408;postie / postman;word;people
item_409;sister;word;people
item_410;teacher;word;people
item_411;uncle;word;people
item_412;woman;word;people
item_413;bath;word;games_routines
item_414;bedtime;word;games_routines
item_415;breakfast;word;games_routines
item_416;brush teeth;word;games_routines
item_417;bye / bye bye / cheerio;word;games_routines
item_418;clap hands;word;games_routines
item_419;dinner;word;games_routines
item_420;don't / dinnae;word;games_routines
item_421;good night / night night;word;games_routines
item_422;hello / hi  / hiya;word;games_routines
item_423;hush / shh;word;games_routines
item_424;lunch;word;games_routines
item_425;music;word;games_routines
item_426;nap;word;games_routines
item_427;no;word;games_routines
item_428;OK / okay;word;games_routines
item_429;oops;word;games_routines
item_430;pat-a-cake;word;games_routines
item_431;peekaboo / peepbo;word;games_routines
item_432;please;word;games_routines
item_433;(call on) phone;word;games_routines
item_434;shopping;word;games_routines
item_435;snack;word;games_routines
item_436;sorry;word;games_routines
item_437;tea (meal);word;games_routines
item_438;thank you / ta;word;games_routines
item_439;this little piggy;word;games_routines
item_440;yes / yeah / aye;word;games_routines
item_441;wait;word;games_routines
item_442;want to;word;games_routines
item_443;bite;word;action_words
item_444;blow;word;action_words
item_445;break;word;action_words
item_446;bring;word;action_words
item_447;bump;word;action_words
item_448;call;word;action_words
item_449;carry;word;action_words
item_450;catch;word;action_words
item_451;chase;word;action_words
item_452;clap;word;action_words
item_453;clean;word;action_words
item_454;climb;word;action_words
item_455;come;word;action_words
item_456;cook;word;action_words
item_457;cover;word;action_words
item_458;cry / blub/ weep;word;action_words
item_459;cuddle;word;action_words
item_460;cut;word;action_words
item_461;dance;word;action_words
item_462;draw;word;action_words
item_463;drink;word;action_words
item_464;drive;word;action_words
item_465;drop;word;action_words
item_466;dry;word;action_words
item_467;eat;word;action_words
item_468;fall;word;action_words
item_469;feed;word;action_words
item_470;find;word;action_words
item_471;finish;word;action_words
item_472;fix;word;action_words
item_473;get;word;action_words
item_474;give;word;action_words
item_475;go;word;action_words
item_476;have;word;action_words
item_477;hear;word;action_words
item_478;help;word;action_words
item_479;hide;word;action_words
item_480;hit;word;action_words
item_481;hug;word;action_words
item_482;hurry;word;action_words
item_483;jump;word;action_words
item_484;kick;word;action_words
item_485;kiss;word;action_words
item_486;knock;word;action_words
item_487;know;word;action_words
item_488;like;word;action_words
item_489;look;word;action_words
item_490;love;word;action_words
item_491;make;word;action_words
item_492;open;word;action_words
item_493;paint;word;action_words
item_494;pick;word;action_words
item_495;play;word;action_words
item_496;pull;word;action_words
item_497;push;word;action_words
item_498;put;word;action_words
item_499;read;word;action_words
item_500;ride;word;action_words
item_501;rub;word;action_words
item_502;run;word;action_words
item_503;say;word;action_words
item_504;scoot;word;action_words
item_505;scratch;word;action_words
item_506;see;word;action_words
item_507;share;word;action_words
item_508;shout;word;action_words
item_509;show;word;action_words
item_510;shut / close;word;action_words
item_511;sing;word;action_words
item_512;sit;word;action_words
item_513;sleep;word;action_words
item_514;slide;word;action_words
item_515;smell;word;action_words
item_516;smile;word;action_words
item_517;splash;word;action_words
item_518;stand;word;action_words
item_519;stay;word;action_words
item_520;stop;word;action_words
item_521;swim;word;action_words
item_522;swing;word;action_words
item_523;talk;word;action_words
item_524;take;word;action_words
item_525;tell;word;action_words
item_526;throw;word;action_words
item_527;tickle;word;action_words
item_528;touch;word;action_words
item_529;wait;word;action_words
item_530;wake / wake up;word;action_words
item_531;walk;word;action_words
item_532;wash;word;action_words
item_533;watch;word;action_words
item_534;wipe;word;action_words
item_535;wish;word;action_words
item_536;work;word;action_words
item_537;write;word;action_words
item_538;all gone;word;descriptive_words
item_539;asleep;word;descriptive_words
item_540;awake;word;descriptive_words
item_541;bad;word;descriptive_words
item_542;bang;word;descriptive_words
item_543;better;word;descriptive_words
item_544;big;word;descriptive_words
item_545;black;word;descriptive_words
item_546;blue;word;descriptive_words
item_547;broken;word;descriptive_words
item_548;brown;word;descriptive_words
item_549;careful;word;descriptive_words
item_550;clean;word;descriptive_words
item_551;cold;word;descriptive_words
item_552;colour;word;descriptive_words
item_553;dark;word;descriptive_words
item_554;dirty / mucky;word;descriptive_words
item_555;dry;word;descriptive_words
item_556;empty;word;descriptive_words
item_557;fast;word;descriptive_words
item_558;fine;word;descriptive_words
item_559;fun;word;descriptive_words
item_560;gentle;word;descriptive_words
item_561;good;word;descriptive_words
item_562;green;word;descriptive_words
item_563;happy;word;descriptive_words
item_564;hard;word;descriptive_words
item_565;heavy;word;descriptive_words
item_566;high;word;descriptive_words
item_567;hot;word;descriptive_words
item_568;hungry;word;descriptive_words
item_569;hurt;word;descriptive_words
item_570;last;word;descriptive_words
item_571;little;word;descriptive_words
item_572;long;word;descriptive_words
item_573;loud;word;descriptive_words
item_574;messy;word;descriptive_words
item_575;nasty;word;descriptive_words
item_576;naughty;word;descriptive_words
item_577;nice;word;descriptive_words
item_578;noise / noisy;word;descriptive_words
item_579;old;word;descriptive_words
item_580;orange (colour);word;descriptive_words
item_581;pink;word;descriptive_words
item_582;pretty;word;descriptive_words
item_583;purple;word;descriptive_words
item_584;quiet;word;descriptive_words
item_585;red;word;descriptive_words
item_586;sad;word;descriptive_words
item_587;scared;word;descriptive_words
item_588;sick;word;descriptive_words
item_589;sleepy;word;descriptive_words
item_590;small;word;descriptive_words
item_591;soft;word;descriptive_words
item_592;square;word;descriptive_words
item_593;stuck;word;descriptive_words
item_594;tall;word;descriptive_words
item_595;tasty;word;descriptive_words
item_596;thirsty;word;descriptive_words
item_597;tired;word;descriptive_words
item_598;wet;word;descriptive_words
item_599;windy;word;descriptive_words
item_600;yellow;word;descriptive_words
item_601;yucky;word;descriptive_words
item_602;how;word;question_words
item_603;what;word;question_words
item_604;when;word;question_words
item_605;where;word;question_words
item_606;which;word;question_words
item_607;who;word;question_words
item_608;why;word;question_words
item_609;after;word;time_words
item_610;afternoon;word;time_words
item_611;day;word;time_words
item_612;later;word;time_words
item_613;minute;word;time_words
item_614;morning;word;time_words
item_615;night;word;time_words
item_616;now;word;time_words
item_617;today;word;time_words
item_618;tomorrow;word;time_words
item_619;tonight;word;time_words
item_620;he;word;pronouns
item_621;her;word;pronouns
item_622;him;word;pronouns
item_623;his;word;pronouns
item_624;I;word;pronouns
item_625;it;word;pronouns
item_626;me;word;pronouns
item_627;mine;word;pronouns
item_628;my;word;pronouns
item_629;myself;word;pronouns
item_630;our;word;pronouns
item_631;she;word;pronouns
item_632;that;word;pronouns
item_633;they;word;pronouns
item_634;this;word;pronouns
item_635;us;word;pronouns
item_636;we;word;pronouns
item_637;you;word;pronouns
item_638;your;word;pronouns
item_639;above;word;prepositions
item_640;around;word;prepositions
item_641;at;word;prepositions
item_642;away / way;word;prepositions
item_643;back;word;prepositions
item_644;by;word;prepositions
item_645;down;word;prepositions
item_646;here;word;prepositions
item_647;in;word;prepositions
item_648;inside;word;prepositions
item_649;into;word;prepositions
item_650;off;word;prepositions
item_651;on;word;prepositions
item_652;out;word;prepositions
item_653;there;word;prepositions
item_654;to;word;prepositions
item_655;under;word;prepositions
item_656;up;word;prepositions
item_657;with;word;prepositions
item_658;again;word;quantifiers
item_659;all;word;quantifiers
item_660;another;word;quantifiers
item_661;bit;word;quantifiers
item_662;each;word;quantifiers
item_663;every;word;quantifiers
item_664;lots;word;quantifiers
item_665;more;word;quantifiers
item_666;none;word;quantifiers
item_667;not;word;quantifiers
item_668;other;word;quantifiers
item_669;same;word;quantifiers
item_670;some;word;quantifiers
item_671;am;word;helping_verbs
item_672;are;word;helping_verbs
item_673;be;word;helping_verbs
item_674;can;word;helping_verbs
item_675;could;word;helping_verbs
item_676;did / did ya;word;helping_verbs
item_677;do;word;helping_verbs
item_678;does;word;helping_verbs
item_679;don't / dinnae;word;helping_verbs
item_680;going to / gonna;word;helping_verbs
item_681;have to / hafta;word;helping_verbs
item_682;is;word;helping_verbs
item_683;lemme / let me;word;helping_verbs
item_684;got to / gotta;word;helping_verbs
item_685;need / need to;word;helping_verbs
item_686;try / try to;word;helping_verbs
item_687;want to / wanna;word;helping_verbs
item_688;was;word;helping_verbs
item_689;were;word;helping_verbs
item_690;will;word;helping_verbs
item_691;would;word;helping_verbs
item_692;and;word;connecting_words
item_693;because;word;connecting_words
item_694;but;word;connecting_words
item_695;if;word;connecting_words
item_696;so;word;connecting_words
item_697;then;word;connecting_words
item_699;Does your child ever talk about past events or people who are not present? For example, a child who saw a parade last week might later say parade, clown, or band.;how_use_words
item_700;Does your child ever talk about something that’s going to happen in the future, for example, saying “choo choo” or “aeroplane” before you leave the house for a trip, or saying “swing” when you are going to the park? ;how_use_words
item_701;Does your child talk about objects that are not present such as asking about a missing or absent toy, referring to a pet out of view, or asking about someone not present? ;how_use_words
item_702;"Does your child understand if you ask for something that is not in the room? For example, would your child go to the bedroom to get a teddy bear when you say “Where’s the bear?" ;how_use_words
item_703;Does your child ever pick up or point to an object and name an absent person to whom the object belongs? For example, a child might point to mummy’s shoe and say “mummy”. ;how_use_words
item_704;To talk about more than one thing, we add an “s” to many words. Examples include cars (for more than one car), shoes , dogs , and keys . Has your child begun to do this?;word_endings
item_705;To talk about ownership, we add an “’s”, for example, daddy’s key, kitty’s dish, and baby’s bottle. Has your child begun to do this? ;word_endings
item_706;To talk about activities, we sometimes add “ing” to verbs. Examples include looking, sucking and crying. Has your child begun to do this?;word_endings
item_707;"To talk about things that happened in the past, we often add ""ed"" to the verb. Examples include kissed, opened and pushed. Has your child begun to do this?";word_endings
item_708;children;word_forms;word_form_nouns
item_709;men;word_forms;word_form_nouns
item_710;teeth;word_forms;word_form_nouns
item_711;feet;word_forms;word_form_nouns
item_712;mice;word_forms;word_form_nouns
item_713;ate;word_forms;word_form_verbs
item_714;fell;word_forms;word_form_verbs
item_715;made;word_forms;word_form_verbs
item_716;blew;word_forms;word_form_verbs
item_717;flew;word_forms;word_form_verbs
item_718;ran;word_forms;word_form_verbs
item_719;bought;word_forms;word_form_verbs
item_720;got;word_forms;word_form_verbs
item_721;sat;word_forms;word_form_verbs
item_722;broke;word_forms;word_form_verbs
item_723;had;word_forms;word_form_verbs
item_724;saw;word_forms;word_form_verbs
item_725;came;word_forms;word_form_verbs
item_726;heard;word_forms;word_form_verbs
item_727;took;word_forms;word_form_verbs
item_728;drank;word_forms;word_form_verbs
item_729;held;word_forms;word_form_verbs
item_730;went;word_forms;word_form_verbs
item_731;drove;word_forms;word_form_verbs
item_732;lost;word_forms;word_form_verbs
item_733;blockses;word_endings2;word_endings_nouns
item_734;mans;word_endings2;word_endings_nouns
item_735;sockses;word_endings2;word_endings_nouns
item_736;childrens;word_endings2;word_endings_nouns
item_737;mens;word_endings2;word_endings_nouns
item_738;teeths;word_endings2;word_endings_nouns
item_739;childs;word_endings2;word_endings_nouns
item_740;mices;word_endings2;word_endings_nouns
item_741;toeses;word_endings2;word_endings_nouns
item_742;feets;word_endings2;word_endings_nouns
item_743;mouses;word_endings2;word_endings_nouns
item_744;tooths;word_endings2;word_endings_nouns
item_745;foots;word_endings2;word_endings_nouns
item_746;shoeses;word_endings2;word_endings_nouns
item_747;ated;word_endings2;word_endings_verbs
item_748;drinked;word_endings2;word_endings_verbs
item_749;losted;word_endings2;word_endings_verbs
item_750;blewed;word_endings2;word_endings_verbs
item_751;eated;word_endings2;word_endings_verbs
item_752;maked;word_endings2;word_endings_verbs
item_753;blowed;word_endings2;word_endings_verbs
item_754;falled;word_endings2;word_endings_verbs
item_755;ranned;word_endings2;word_endings_verbs
item_756;bringed;word_endings2;word_endings_verbs
item_757;flied;word_endings2;word_endings_verbs
item_758;runned;word_endings2;word_endings_verbs
item_759;buyed;word_endings2;word_endings_verbs
item_760;getted;word_endings2;word_endings_verbs
item_761;seed;word_endings2;word_endings_verbs
item_762;breaked ;word_endings2;word_endings_verbs
item_763;goed;word_endings2;word_endings_verbs
item_764;satted;word_endings2;word_endings_verbs
item_765;broked;word_endings2;word_endings_verbs
item_766;gotted;word_endings2;word_endings_verbs
item_767;sitted;word_endings2;word_endings_verbs
item_768;camed;word_endings2;word_endings_verbs
item_769;haved;word_endings2;word_endings_verbs
item_770;taked;word_endings2;word_endings_verbs
item_771;comed;word_endings2;word_endings_verbs
item_772;heared;word_endings2;word_endings_verbs
item_773; wented ;word_endings2;word_endings_verbs
item_774;doed;word_endings2;word_endings_verbs
item_775;holded;word_endings2;word_endings_verbs
item_776;dranked;word_endings2;word_endings_verbs
item_777;losed;word_endings2;word_endings_verbs
item_778;Has your child begun to combine words yet, such as “nother cracker”, or “doggie bite?”;combine
item_779;A. Two shoe.%B. Two shoes.%C. I have two shoes.;complexity;group1
item_780;A. Two foot.%B. Two feet.%C. I have two feet.  ;complexity;group1
item_781;A. Daddy car.%B. Daddy's car.%C. There's daddy's car.;complexity;group1
item_782;A. Kitty sleep.%B. Kitty sleeping. %C. Kitty is sleeping.;complexity;group1
item_783;A. I make tower.%B. I making tower.%C. I'm making tower.;complexity;group1
item_784;A. Baby crying.%B. Baby is crying.%C. The baby is crying.;complexity;group1
item_785;A. Fix it?%B. You fix it?%C. Can you fix it?;complexity;group1
item_786;A. Read story, mummy.%B. Read me story, mummy.%C. Read me a story, mummy.;complexity;group1
item_787;A. No wash.%B. No wash dolly.%C. Don't wash dolly.%D. Don't wash my dolly.;complexity;group1
item_788;A. Want  juice.%B. Want more juice.%C. Want juice in there.%D. Want more juice in there.;complexity;group1
item_789;A. There kitty.%B. There a kitty.%C. There's a kitty.%D. There's a little kitty.;complexity;group2
item_790;A. Go bye-bye.%B. Wanna go bye-bye.;complexity;group2
item_791;A. Where go?%B. Where mummy go?%C. Where did mummy go?%D. Where did my mummy go?;complexity;group2
item_792;A. Fall down.%B. I fall down.%C. I fell down.;complexity;group2
item_793;A. More biscuit.%B. More biscuits.%C. More biscuits please.;complexity;group2
item_794;A. These my tooth.%B. These my teeth.%C. These are my teeth.;complexity;group2
item_795;A. Baby blanket.%B. Baby's blanket.%C. The baby's blanket.;complexity;group2
item_796;A. Doggie kiss me.%B. Doggie kissed me.%C. The doggie kissed me.;complexity;group2
item_797;A. Coffee hot.%B. That coffee hot.%C. That coffee is hot.;complexity;group2
item_798;A. No do it.%B. I no do it.%C. I can't do it.;complexity;group2
item_799;A. I like read.%B. I like read stories.%C. I like to read.%D. I like to read stories.;complexity;group3
item_800;A. Don't read.%B. Don't read book.%C. Don't want you read book.%D. Don’t want you read that book.;complexity;group3
item_801;A. Turn on light.%B. Turn on the light.%C. Turn on the light so I see.%D. Turn on the light so I can see.;complexity;group3
item_802;A. I want.%B. I want that.%C. I want that one you got.%D. I want that one that you've got.;complexity;group3
item_803;A. Want biscuits.%B. Want biscuits and juice.;complexity;group3
item_804;A. Biscuit mummy.%B. Biscuit for mummy.%C. Mummy want biscuit.%D. Mummy wants a biscuit.;complexity;group3
item_805;A. Pick up.%B. Daddy pick up.%C. Daddy pick me up.%D. Daddy picked me up.;complexity;group3
item_806;A. Kitty away.%B. Kitty go away.%C. Kitty went away.%D. The kitty went away.;complexity;group3
item_807;A. Doggie table.%B. Doggie on table.%C. Doggie is on table.%D. Doggie is on the table.;complexity;group3
item_808;A. My truck.%B. That my truck.%C. That's my truck.%D. That's my big truck.;complexity;group3
item_809;A. Baby eat.%B. Baby want eat.%C. Baby want to eat.%D. Baby wants to eat.;complexity;group4
item_810;"A. Look me.%B. Look me dancing.%C. Look at me; I dancing.%D. Look at me; I'm dancing.";complexity;group4
item_811;A. Look.%B. Look this.%C. Look what I got.;complexity;group4
item_812;A. Where dolly?%B. Where's my dolly?%C. Where's my dolly name Sam?%D. Where's my dolly named Sam?;complexity;group4
item_813;A. We made this.%B. Me and Paul made this.;complexity;group4
item_814;A. I sing.%B. I sing song.%C. I sing song for you.%D. I sing a song for you.;complexity;group4
item_815;A. Baby crying.%B. Baby's crying.%C. Baby crying 'cos sad.%D. Baby's crying 'cos she's sad.;complexity;group4
