item_id,definition,type,category,lexical_category,lexical_class,uni_lemma,complexity_category
item_552,oransje,word,descriptive_words,predicates,adjectives,,
item_553,pen,word,descriptive_words,predicates,adjectives,pretty,
item_554,rar,word,descriptive_words,predicates,adjectives,,
item_555,redd,word,descriptive_words,predicates,adjectives,scared,
item_556,ren,word,descriptive_words,predicates,adjectives,clean (description),
item_557,rød,word,descriptive_words,predicates,adjectives,red,
item_558,sen,word,descriptive_words,predicates,adjectives,,
item_559,sint,word,descriptive_words,predicates,adjectives,,
item_560,sist,word,descriptive_words,predicates,adjectives,,
item_561,sitter fast,word,descriptive_words,predicates,adjectives,,
item_562,skitten,word,descriptive_words,predicates,adjectives,dirty,
item_563,skjønn,word,descriptive_words,predicates,adjectives,beautiful,
item_564,slem,word,descriptive_words,predicates,adjectives,naughty,
item_565,snill,word,descriptive_words,predicates,adjectives,,
item_566,søt,word,descriptive_words,predicates,adjectives,cute,
item_567,søvnig,word,descriptive_words,predicates,adjectives,sleepy,
item_568,stakkars,word,descriptive_words,predicates,adjectives,,
item_569,stille,word,descriptive_words,predicates,adjectives,,
item_570,stor,word,descriptive_words,predicates,adjectives,big,
item_571,sulten,word,descriptive_words,predicates,adjectives,hungry,
item_572,sur,word,descriptive_words,predicates,adjectives,,
item_573,svart,word,descriptive_words,predicates,adjectives,,
item_574,syk,word,descriptive_words,predicates,adjectives,sick,
item_575,tom,word,descriptive_words,predicates,adjectives,empty,
item_576,tørr,word,descriptive_words,predicates,adjectives,dry (description),
item_577,tørst,word,descriptive_words,predicates,adjectives,thirsty,
item_578,trøtt,word,descriptive_words,predicates,adjectives,tired,
item_579,tung,word,descriptive_words,predicates,adjectives,,
item_580,våken,word,descriptive_words,predicates,adjectives,,
item_581,varm,word,descriptive_words,predicates,adjectives,hot,
item_582,våt,word,descriptive_words,predicates,adjectives,wet (description),
item_583,vondt,word,descriptive_words,predicates,adjectives,hurt (description),
item_584,dag,word,time_words,other,other,day,
item_585,etter,word,time_words,other,other,,
item_586,ettermiddag,word,time_words,other,other,,
item_587,etterpå,word,time_words,other,other,,
item_588,før,word,time_words,other,other,,
item_589,formiddag,word,time_words,other,other,,
item_590,i dag,word,time_words,other,other,today,
item_591,i går,word,time_words,other,other,,
item_592,i kveld,word,time_words,other,other,tonight,
item_593,i morgen,word,time_words,other,other,tomorrow,
item_594,kveld,word,time_words,other,other,,
item_595,morgen,word,time_words,other,other,morning,
item_596,nå,word,time_words,other,other,now,
item_597,natt,word,time_words,other,other,night,
item_598,senere,word,time_words,other,other,later,
item_599,tid,word,time_words,other,other,,
item_600,de,word,pronouns,function_words,function_words,,
item_601,deg,word,pronouns,function_words,function_words,,
item_602,deg selv,word,pronouns,function_words,function_words,,
item_603,dem,word,pronouns,function_words,function_words,,
item_604,den,word,pronouns,function_words,function_words,the,
item_605,denne,word,pronouns,function_words,function_words,this,
item_606,dere,word,pronouns,function_words,function_words,,
item_607,deres,word,pronouns,function_words,function_words,,
item_608,det,word,pronouns,function_words,function_words,it,
item_609,dette,word,pronouns,function_words,function_words,this,
item_610,din,word,pronouns,function_words,function_words,your,
item_611,disse,word,pronouns,function_words,function_words,,
item_612,du,word,pronouns,function_words,function_words,you,
item_613,ham,word,pronouns,function_words,function_words,,
item_614,han,word,pronouns,function_words,function_words,,
item_615,hans,word,pronouns,function_words,function_words,his,
item_616,henne,word,pronouns,function_words,function_words,,
item_617,hennes,word,pronouns,function_words,function_words,her,
item_618,hun,word,pronouns,function_words,function_words,,
item_619,hverandre,word,pronouns,function_words,function_words,,
item_620,jeg,word,pronouns,function_words,function_words,i,
item_621,man,word,pronouns,function_words,function_words,,
item_622,meg,word,pronouns,function_words,function_words,me,
item_623,meg selv,word,pronouns,function_words,function_words,,
item_624,min,word,pronouns,function_words,function_words,my,
item_625,oss,word,pronouns,function_words,function_words,,
item_626,seg,word,pronouns,function_words,function_words,,
item_627,seg selv,word,pronouns,function_words,function_words,,
item_628,sin,word,pronouns,function_words,function_words,,
item_629,vår,word,pronouns,function_words,function_words,,
item_630,vi,word,pronouns,function_words,function_words,,
item_631,hva,word,question_words,function_words,function_words,what,
item_632,hvem,word,question_words,function_words,function_words,who,
item_633,hvilken,word,question_words,function_words,function_words,,
item_634,hvor,word,question_words,function_words,function_words,where (question),
item_635,hvordan,word,question_words,function_words,function_words,how,
item_636,hvorfor,word,question_words,function_words,function_words,why,
item_637,når,word,question_words,function_words,function_words,when (question),
item_638,av,word,locations,function_words,function_words,off,
item_639,bak,word,locations,function_words,function_words,back (location),
item_640,bort,word,locations,function_words,function_words,away,
item_641,borte,word,locations,function_words,function_words,,
item_642,der,word,locations,function_words,function_words,there,
item_643,for,word,locations,function_words,function_words,,
item_644,foran,word,locations,function_words,function_words,,
item_645,fra,word,locations,function_words,function_words,,
item_646,frem,word,locations,function_words,function_words,,
item_647,gjennom,word,locations,function_words,function_words,,
item_648,her,word,locations,function_words,function_words,,
item_649,hit,word,locations,function_words,function_words,,
item_650,hjem,word,locations,function_words,function_words,,
item_651,hjemme,word,locations,function_words,function_words,,
item_652,hos,word,locations,function_words,function_words,,
item_653,i,word,locations,function_words,function_words,in,
item_654,i stedet for,word,locations,function_words,function_words,,
item_655,inn,word,locations,function_words,function_words,inside,
item_656,inne,word,locations,function_words,function_words,inside,
item_657,inni,word,locations,function_words,function_words,inside,
item_658,med,word,locations,function_words,function_words,,
item_659,mot,word,locations,function_words,function_words,,
item_660,ned,word,locations,function_words,function_words,down,
item_661,nede,word,locations,function_words,function_words,down,
item_662,nedi,word,locations,function_words,function_words,,
item_663,om,word,locations,function_words,function_words,,
item_664,opp,word,locations,function_words,function_words,up,
item_665,oppå,word,locations,function_words,function_words,,
item_666,oppe,word,locations,function_words,function_words,up,
item_667,oppi,word,locations,function_words,function_words,,
item_668,over,word,locations,function_words,function_words,,
item_669,på,word,locations,function_words,function_words,on,
item_670,til,word,locations,function_words,function_words,,
item_671,tilbake,word,locations,function_words,function_words,,
item_672,under,word,locations,function_words,function_words,under,
item_673,ut,word,locations,function_words,function_words,out,
item_674,ute,word,locations,function_words,function_words,out,
item_675,utenfor,word,locations,function_words,function_words,,
item_676,utenpå,word,locations,function_words,function_words,,
item_677,ved siden av,word,locations,function_words,function_words,,
item_678,vekk,word,locations,function_words,function_words,,
item_679,alle,word,quantifiers,function_words,function_words,all,
item_680,alt,word,quantifiers,function_words,function_words,,
item_681,andre,word,quantifiers,function_words,function_words,,
item_682,den,word,quantifiers,function_words,function_words,,
item_683,det,word,quantifiers,function_words,function_words,,
item_684,ei,word,quantifiers,function_words,function_words,,
item_685,en,word,quantifiers,function_words,function_words,,
item_686,en annen,word,quantifiers,function_words,function_words,another,
item_687,et,word,quantifiers,function_words,function_words,,
item_688,hver,word,quantifiers,function_words,function_words,,
item_689,hvert,word,quantifiers,function_words,function_words,,
item_690,ikke,word,quantifiers,function_words,function_words,not,
item_691,ingen,word,quantifiers,function_words,function_words,none,
item_692,ingenting,word,quantifiers,function_words,function_words,nothing,
item_693,litt,word,quantifiers,function_words,function_words,,
item_694,mange,word,quantifiers,function_words,function_words,,
item_695,mer,word,quantifiers,function_words,function_words,more,
item_696,mye,word,quantifiers,function_words,function_words,,
item_697,noe,word,quantifiers,function_words,function_words,some,
item_698,noen,word,quantifiers,function_words,function_words,any,
item_699,også,word,quantifiers,function_words,function_words,,
item_700,samme,word,quantifiers,function_words,function_words,same,
item_701,bli,word,helping_verbs,function_words,function_words,,
item_702,bør,word,helping_verbs,function_words,function_words,,
item_703,burde,word,helping_verbs,function_words,function_words,,
item_704,er,word,helping_verbs,function_words,function_words,,
item_705,få,word,helping_verbs,function_words,function_words,,
item_706,gjør,word,helping_verbs,function_words,function_words,,
item_707,gjorde,word,helping_verbs,function_words,function_words,,
item_708,gjøre,word,helping_verbs,function_words,function_words,,
item_709,ha,word,helping_verbs,function_words,function_words,,
item_710,hadde,word,helping_verbs,function_words,function_words,,
item_711,har,word,helping_verbs,function_words,function_words,,
item_712,kan,word,helping_verbs,function_words,function_words,,
item_713,kunne,word,helping_verbs,function_words,function_words,,
item_714,la,word,helping_verbs,function_words,function_words,,
item_715,må,word,helping_verbs,function_words,function_words,,
item_716,måtte,word,helping_verbs,function_words,function_words,,
item_717,skal,word,helping_verbs,function_words,function_words,,
item_718,skulle,word,helping_verbs,function_words,function_words,,
item_719,være,word,helping_verbs,function_words,function_words,,
item_720,var,word,helping_verbs,function_words,function_words,,
item_721,vil,word,helping_verbs,function_words,function_words,,
item_722,ville,word,helping_verbs,function_words,function_words,,
item_723,at,word,connecting_words,function_words,function_words,,
item_724,eller,word,connecting_words,function_words,function_words,,
item_725,for,word,connecting_words,function_words,function_words,,
item_726,fordi,word,connecting_words,function_words,function_words,,
item_727,hvis,word,connecting_words,function_words,function_words,,
item_728,men,word,connecting_words,function_words,function_words,,
item_729,og,word,connecting_words,function_words,function_words,,
item_730,så,word,connecting_words,function_words,function_words,,
item_731,som,word,connecting_words,function_words,function_words,,
item_732,Snakker barnet ditt om ting som har skjedd i fortiden eller om personer som ikke er tilstede? Et eksempel kan være at barnet begynner å snakke om en klovn eller hester som er relatert til forrige uke da dere var på sirkus.,how_use_words,,,,,
item_733,Snakker barnet ditt noen gang om ting som skal skje i fremtiden? F.eks. ved å si ‘skli’ før dere går til lekeplassen.,how_use_words,,,,,
item_734,Snakker barnet ditt om ting/folk som ikke er til stede eller synlige? F.eks. at det vil ha leker som er et annet sted; eller spør etter et kjæledyr eller en person som er ute.,how_use_words,,,,,
item_735,Forstår barnet ditt dersom du spør etter ting som ikke er i rommet? F.eks. ved å gå til eller hente en leke fra et annet rom.,how_use_words,,,,,
item_736,Tar barnet ditt opp eller peker på ting som tilhører en person som ikke er tilstede? F.eks. ved å peke på mamma sine sko og si: “mamma”.,how_use_words,,,,,
item_737,Barn bruker ofte en enkel form av verbet i begynnelsen. De sier f.eks. sove; spise osv. selv om handlingen foregår nå. Etter hvert legger de til en r og sier sover; spiser osv. slik som vi voksne gjør. Gjør barnet ditt dette?,word_endings,,,,,
item_738,Når vi snakker om flere enn en ting; legger vi til -er (endelsen kan variere avhengig av dialekt) på mange ord. Vi sier biler; dukker og hunder. Gjør barnet ditt dette?,word_endings,,,,,
item_739,Når vi snakker om bestemte ting; putter vi på en endelse for å markere dette. Eksempler er huset; bilen og jenta (i motsetning til hus; bil; jente). Har ditt barn begynt med dette?,word_endings,,,,,
item_740,Den formen av verbet vi voksne bruker etter har (eller er); f.eks. har spist; bruker noen barn uten noe foran. De sier bare spist; kjøpt; løpt osv. Gjør barnet ditt dette?,word_endings,,,,,
item_741,Når vi snakker om ting som har skjedd i fortid; putter vi ofte på en -te eller -et eller -a. Eksempler er kjøpte og badet/bada. Gjør barnet ditt dette?,word_endings,,,,,
item_742,Når vi skal markere at noe tilhører en person; legger vi gjerne til s eller sin/ sitt slik som i pappas nøkkel; mamma sin bok; Per sitt eple; osv. Gjør barnet ditt dette?,word_endings,,,,,
item_743,barn,word_forms,word_forms_nouns,,,,
item_744,bøker,word_forms,word_forms_nouns,,,,
item_745,føtter,word_forms,word_forms_nouns,,,,
item_746,hus,word_forms,word_forms_nouns,,,,
item_747,menn,word_forms,word_forms_nouns,,,,
item_748,mus,word_forms,word_forms_nouns,,,,
item_749,tenner,word_forms,word_forms_nouns,,,,
item_750,tær,word_forms,word_forms_nouns,,,,
item_751,drakk,word_forms,word_forms_verbs,,,,
item_752,dro,word_forms,word_forms_verbs,,,,
item_753,falt,word_forms,word_forms_verbs,,,,
item_754,fant,word_forms,word_forms_verbs,,,,
item_755,fikk,word_forms,word_forms_verbs,,,,
item_756,fløy,word_forms,word_forms_verbs,,,,
item_757,frø(y)s,word_forms,word_forms_verbs,,,,
item_758,ga,word_forms,word_forms_verbs,,,,
item_759,gikk,word_forms,word_forms_verbs,,,,
item_760,gråt,word_forms,word_forms_verbs,,,,
item_761,het,word_forms,word_forms_verbs,,,,
item_762,hjalp,word_forms,word_forms_verbs,,,,
item_763,holdt,word_forms,word_forms_verbs,,,,
item_764,kom,word_forms,word_forms_verbs,,,,
item_765,lo,word_forms,word_forms_verbs,,,,
item_766,løp,word_forms,word_forms_verbs,,,,
item_767,løy,word_forms,word_forms_verbs,,,,
item_768,lå,word_forms,word_forms_verbs,,,,
item_769,sa,word_forms,word_forms_verbs,,,,
item_770,sang,word_forms,word_forms_verbs,,,,
item_771,satt,word_forms,word_forms_verbs,,,,
item_772,sov,word_forms,word_forms_verbs,,,,
item_773,sprakk,word_forms,word_forms_verbs,,,,
item_774,så,word_forms,word_forms_verbs,,,,
item_775,tok,word_forms,word_forms_verbs,,,,
item_776,barner (for barn),word_endings2,word_endings_nouns,,,,
item_777,boker (for bøker),word_endings2,word_endings_nouns,,,,
item_778,borden (for bordet),word_endings2,word_endings_nouns,,,,
item_779,foter (for føtter),word_endings2,word_endings_nouns,,,,
item_780,husen (for huset),word_endings2,word_endings_nouns,,,,
item_781,huser (for hus),word_endings2,word_endings_nouns,,,,
item_782,manner (for menn),word_endings2,word_endings_nouns,,,,
item_783,menner (for menn),word_endings2,word_endings_nouns,,,,
item_784,muser (for mus),word_endings2,word_endings_nouns,,,,
item_785,skoer (for sko),word_endings2,word_endings_nouns,,,,
item_786,tanner (for tenner),word_endings2,word_endings_nouns,,,,
item_787,togen (for toget),word_endings2,word_endings_nouns,,,,
item_788,tåer (for tær),word_endings2,word_endings_nouns,,,,
item_789,dettet,word_endings2,word_endings_verbs,,,,
item_790,dradde,word_endings2,word_endings_verbs,,,,
item_791,drikket,word_endings2,word_endings_verbs,,,,
item_792,drikte,word_endings2,word_endings_verbs,,,,
item_793,finnet,word_endings2,word_endings_verbs,,,,
item_794,finte,word_endings2,word_endings_verbs,,,,
item_795,flydde,word_endings2,word_endings_verbs,,,,
item_796,fryset,word_endings2,word_endings_verbs,,,,
item_797,fryste,word_endings2,word_endings_verbs,,,,
item_798,fådde,word_endings2,word_endings_verbs,,,,
item_799,fået,word_endings2,word_endings_verbs,,,,
item_800,gadde,word_endings2,word_endings_verbs,,,,
item_801,gaet,word_endings2,word_endings_verbs,,,,
item_802,gådde,word_endings2,word_endings_verbs,,,,
item_803,gået,word_endings2,word_endings_verbs,,,,
item_804,hjelpet,word_endings2,word_endings_verbs,,,,
item_805,hjelpte,word_endings2,word_endings_verbs,,,,
item_806,holdet,word_endings2,word_endings_verbs,,,,
item_807,holdte,word_endings2,word_endings_verbs,,,,
item_808,komte,word_endings2,word_endings_verbs,,,,
item_809,ledde,word_endings2,word_endings_verbs,,,,
item_810,ligde,word_endings2,word_endings_verbs,,,,
item_811,ligget,word_endings2,word_endings_verbs,,,,
item_812,lyvde,word_endings2,word_endings_verbs,,,,
item_813,lyvet,word_endings2,word_endings_verbs,,,,
item_814,løpet,word_endings2,word_endings_verbs,,,,
item_815,løpte,word_endings2,word_endings_verbs,,,,
item_816,sedde,word_endings2,word_endings_verbs,,,,
item_817,seet,word_endings2,word_endings_verbs,,,,
item_818,sittet,word_endings2,word_endings_verbs,,,,
item_819,siet,word_endings2,word_endings_verbs,,,,
item_820,sovte,word_endings2,word_endings_verbs,,,,
item_821,sprekket,word_endings2,word_endings_verbs,,,,
item_822,sprekte,word_endings2,word_endings_verbs,,,,
item_823,synget,word_endings2,word_endings_verbs,,,,
item_824,syngte,word_endings2,word_endings_verbs,,,,
item_825,tadde,word_endings2,word_endings_verbs,,,,
item_826,Har barnet ditt begynt å sette sammen ord slik som “mer kake” eller “pappa Lars” (pappa til Lars)?,combine,,,,,
item_827,To bil % To biler,complexity,complexity1,,,,morphology
item_828,Dukke sove (skjer nå) % Dukken sover,complexity,complexity1,,,,morphology
item_829,Se katt % Se katten,complexity,complexity1,,,,morphology
item_830,Hva det? % Hva er det?,complexity,complexity1,,,,syntax
item_831,Jeg spise (skjer nå) % Jeg spiser,complexity,complexity1,,,,morphology
item_832,Du spist opp % Du har spist opp,complexity,complexity1,,,,syntax
item_833,To fot(er) % To føtter,complexity,complexity1,,,,morphology
item_834,En bil % Jeg ser en bil,complexity,complexity2,,,,syntax
item_835,Pappa Lars % Pappa til Lars,complexity,complexity2,,,,syntax
item_836,Hunden hoppe meg % Hunden hoppet på meg,complexity,complexity2,,,,syntax
item_837,Mange klosser % Det var mange klosser,complexity,complexity2,,,,syntax
item_838,Boka på bordet % Boka ligger på bordet,complexity,complexity2,,,,syntax
item_839,Få lov? % Kan jeg få lov?,complexity,complexity2,,,,syntax
item_840,Dra dit? % Skal vi dra dit?,complexity,complexity2,,,,syntax
item_841,Den min % Boka (er) min,complexity,complexity3,,,,syntax
item_842,Ikke rør % Ikke rør leken min,complexity,complexity3,,,,syntax
item_843,Tegn katt pappa % Tegn en katt pappa,complexity,complexity3,,,,syntax
item_844,Kan jeg få banan? % Kan jeg få en banan?,complexity,complexity3,,,,syntax
item_845,Ha den % Jeg (vil) ha boka,complexity,complexity3,,,,syntax
item_846,Ikke på % Lyset står ikke på,complexity,complexity3,,,,syntax
item_847,Under bordet % Katten er under bordet,complexity,complexity3,,,,syntax
item_848,Kake mamma % Kake til mamma,complexity,complexity4,,,,syntax
item_849,Meg først % Jeg vil være først,complexity,complexity4,,,,syntax
item_850,Jeg leke Fredrik % Jeg vil leke med Fredrik,complexity,complexity4,,,,syntax
item_851,Mer skive % Kan jeg få mer skive?,complexity,complexity4,,,,syntax
item_852,Hvor mamma gå? % Hvor skal du mamma?,complexity,complexity4,,,,syntax
item_853,Ny ark % Nytt ark,complexity,complexity4,,,,morphology
item_854,Jeg lekte med hun % Jeg lekte med henne,complexity,complexity4,,,,morphology
item_855,Vi dro til butikken % Vi dro til butikken og handlet mat,complexity,complexity5,,,,syntax
item_856,Vi kjøpte epler % Vi kjøpte grønne epler,complexity,complexity5,,,,syntax
item_857,Jeg dette ned  % Jeg datt ned,complexity,complexity5,,,,morphology
item_858,Det ikke er magen % Det er ikke magen,complexity,complexity5,,,,morphology
item_859,Går ikke spise det % Det går ikke å spise det,complexity,complexity5,,,,syntax
item_860,Ikke ha den % Jeg vil ikke ha den,complexity,complexity5,,,,syntax
item_861,Hva ligger der? % Hva er det som ligger der?,complexity,complexity5,,,,syntax
item_862,Bestemor har laget den % Det er bestemor som har laget den,complexity,complexity6,,,,syntax
item_863,Min biler % Mine biler,complexity,complexity6,,,,morphology
item_864,Vi laget denne % Jeg og Marie laget denne,complexity,complexity6,,,,syntax
item_865,Jeg synger en sang % Jeg vil synge en sang for deg,complexity,complexity6,,,,syntax
item_866,Se hva jeg har % Se hva jeg har fått av pappa,complexity,complexity6,,,,syntax
item_867,Gutten gråter % Gutten gråter fordi han har slått seg,complexity,complexity6,,,,syntax
item_868,Pappa sko % Pappa sine  sko (Pappas sko),complexity,complexity6,,,,syntax
